# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         σ(Zbar)      χ0[eV]       σ(χ0[eV])
   1.576e+20    6.213e+03    1.180e-04    7.426e-12    3.612e-02    1.137e-09
   1.576e+20    6.326e+03    1.470e-04    7.766e-12    3.995e-02    1.056e-09
   1.576e+20    6.442e+03    1.825e-04    7.161e-12    4.411e-02    8.658e-10
   1.576e+20    6.560e+03    2.258e-04    7.504e-12    4.862e-02    8.085e-10
   1.576e+20    6.679e+03    2.784e-04    7.884e-12    5.351e-02    7.583e-10
   1.576e+20    6.801e+03    3.422e-04    7.303e-12    5.879e-02    6.281e-10
   1.576e+20    6.926e+03    4.192e-04    7.693e-12    6.449e-02    5.925e-10
   1.576e+20    7.052e+03    5.119e-04    2.666e-11    7.064e-02    1.842e-09
   1.576e+20    7.181e+03    6.233e-04    7.576e-12    7.726e-02    4.704e-10
   1.576e+20    7.312e+03    7.566e-04    8.025e-12    8.437e-02    4.484e-10
   1.576e+20    7.445e+03    9.157e-04    7.493e-12    9.200e-02    3.775e-10
   1.576e+20    7.581e+03    1.105e-03    7.959e-12    1.002e-01    3.620e-10
   1.576e+20    7.720e+03    1.330e-03    7.461e-12    1.090e-01    3.068e-10
   1.576e+20    7.861e+03    1.596e-03    7.948e-12    1.183e-01    2.960e-10
   1.576e+20    8.004e+03    1.910e-03    2.476e-11    1.284e-01    8.368e-10
   1.576e+20    8.151e+03    2.280e-03    8.065e-12    1.390e-01    2.476e-10
   1.576e+20    8.300e+03    2.715e-03    2.701e-11    1.504e-01    7.546e-10
   1.576e+20    8.451e+03    3.224e-03    8.163e-12    1.626e-01    2.078e-10
   1.576e+20    8.605e+03    3.819e-03    2.676e-11    1.755e-01    6.221e-10
   1.576e+20    8.763e+03    4.512e-03    8.321e-12    1.893e-01    1.769e-10
   1.576e+20    8.923e+03    5.319e-03    2.658e-11    2.039e-01    5.176e-10
   1.576e+20    9.086e+03    6.255e-03    8.543e-12    2.194e-01    1.526e-10
   1.576e+20    9.252e+03    7.339e-03    2.646e-11    2.359e-01    4.346e-10
   1.576e+20    9.421e+03    8.591e-03    9.169e-12    2.534e-01    1.387e-10
   1.576e+20    9.593e+03    1.003e-02    1.148e-11    2.720e-01    1.603e-10
   1.576e+20    9.768e+03    1.169e-02    1.264e-11    2.917e-01    1.631e-10
   1.576e+20    9.946e+03    1.360e-02    4.218e-11    3.126e-01    5.043e-10
   1.576e+20    1.013e+04    1.578e-02    1.837e-11    3.348e-01    2.039e-10
   1.576e+20    1.031e+04    1.828e-02    2.070e-11    3.584e-01    2.139e-10
   1.576e+20    1.050e+04    2.112e-02    2.350e-11    3.834e-01    2.265e-10
   1.576e+20    1.069e+04    2.436e-02    2.688e-11    4.100e-01    2.423e-10
   1.576e+20    1.089e+04    2.805e-02    3.101e-11    4.383e-01    2.621e-10
   1.576e+20    1.109e+04    3.223e-02    3.609e-11    4.684e-01    2.869e-10
   1.576e+20    1.129e+04    3.697e-02    4.243e-11    5.006e-01    3.180e-10
   1.576e+20    1.150e+04    4.232e-02    5.042e-11    5.349e-01    3.575e-10
   1.576e+20    1.171e+04    4.837e-02    6.064e-11    5.717e-01    4.080e-10
   1.576e+20    1.192e+04    5.519e-02    7.390e-11    6.111e-01    4.733e-10
   1.576e+20    1.214e+04    6.287e-02    1.405e-10    6.534e-01    8.598e-10
   1.576e+20    1.236e+04    7.151e-02    1.641e-10    6.990e-01    9.623e-10
   1.576e+20    1.258e+04    8.122e-02    1.057e-10    7.483e-01    5.966e-10
   1.576e+20    1.281e+04    9.212e-02    1.343e-10    8.017e-01    7.325e-10
   1.576e+20    1.305e+04    1.043e-01    1.957e-10    8.598e-01    1.035e-09
   1.576e+20    1.329e+04    1.181e-01    2.336e-10    9.232e-01    1.203e-09
   1.576e+20    1.353e+04    1.334e-01    2.090e-10    9.927e-01    1.052e-09
   1.576e+20    1.378e+04    1.506e-01    2.313e-10    1.069e+00    1.143e-09
   1.576e+20    1.403e+04    1.700e-01    2.775e-10    1.154e+00    1.353e-09
   1.576e+20    1.428e+04    1.917e-01    3.450e-10    1.248e+00    1.666e-09
   1.576e+20    1.455e+04    2.160e-01    2.612e-10    1.354e+00    1.255e-09
   1.576e+20    1.481e+04    2.434e-01    3.080e-10    1.473e+00    1.479e-09
   1.576e+20    1.508e+04    2.743e-01    6.012e-10    1.607e+00    2.899e-09
   1.576e+20    1.536e+04    3.091e-01    2.517e-10    1.761e+00    1.224e-09
   1.576e+20    1.564e+04    3.485e-01    2.670e-10    1.937e+00    1.317e-09
   1.576e+20    1.592e+04    3.929e-01    1.543e-10    2.139e+00    7.756e-10
   1.576e+20    1.621e+04    4.427e-01    1.119e-10    2.372e+00    5.758e-10
   1.576e+20    1.651e+04    4.977e-01    1.688e-11    2.637e+00    8.926e-11
   1.576e+20    1.681e+04    5.563e-01    1.516e-10    2.926e+00    8.262e-10
   1.576e+20    1.712e+04    6.150e-01    1.377e-09    3.223e+00    7.727e-09
   1.576e+20    1.743e+04    6.691e-01    1.246e-09    3.500e+00    7.180e-09
   1.576e+20    1.775e+04    7.155e-01    1.033e-09    3.738e+00    6.072e-09
   1.576e+20    1.807e+04    7.539e-01    7.668e-10    3.930e+00    4.576e-09
   1.576e+20    1.840e+04    7.851e-01    4.301e-10    4.081e+00    2.593e-09
   1.576e+20    1.874e+04    8.106e-01    4.389e-11    4.198e+00    2.663e-10
   1.576e+20    1.908e+04    8.318e-01    7.751e-10    4.289e+00    4.720e-09
   1.576e+20    1.943e+04    8.496e-01    5.855e-10    4.358e+00    3.571e-09
   1.576e+20    1.979e+04    8.647e-01    6.376e-10    4.410e+00    3.888e-09
   1.576e+20    2.015e+04    8.777e-01    1.581e-09    4.449e+00    9.627e-09
   1.576e+20    2.051e+04    8.890e-01    9.082e-09    4.478e+00    5.516e-08
   1.576e+20    2.089e+04    8.989e-01    8.414e-09    4.497e+00    5.094e-08
   1.576e+20    2.127e+04    9.077e-01    7.457e-09    4.509e+00    4.496e-08
   1.576e+20    2.166e+04    9.154e-01    8.492e-09    4.515e+00    5.097e-08
   1.576e+20    2.205e+04    9.224e-01    5.159e-09    4.516e+00    3.081e-08
   1.576e+20    2.246e+04    9.286e-01    6.020e-09    4.512e+00    3.575e-08
   1.576e+20    2.287e+04    9.342e-01    5.869e-09    4.504e+00    3.465e-08
   1.576e+20    2.329e+04    9.393e-01    9.879e-09    4.494e+00    5.797e-08
   1.576e+20    2.371e+04    9.439e-01    8.076e-09    4.480e+00    4.709e-08
   1.576e+20    2.414e+04    9.481e-01    8.401e-09    4.464e+00    4.865e-08
   1.576e+20    2.458e+04    9.519e-01    4.941e-09    4.446e+00    2.842e-08
   1.576e+20    2.503e+04    9.554e-01    8.473e-09    4.426e+00    4.839e-08
   1.576e+20    2.549e+04    9.586e-01    8.398e-09    4.404e+00    4.762e-08
   1.576e+20    2.596e+04    9.616e-01    7.481e-09    4.381e+00    4.210e-08
   1.576e+20    2.643e+04    9.643e-01    9.351e-10    4.356e+00    5.223e-09
   1.576e+20    2.691e+04    9.668e-01    2.474e-09    4.331e+00    1.371e-08
   1.576e+20    2.740e+04    9.690e-01    7.536e-10    4.305e+00    4.145e-09
   1.576e+20    2.790e+04    9.712e-01    7.016e-10    4.277e+00    3.829e-09
   1.576e+20    2.841e+04    9.731e-01    5.295e-10    4.249e+00    2.867e-09
   1.576e+20    2.893e+04    9.749e-01    8.744e-09    4.221e+00    4.696e-08
   1.576e+20    2.946e+04    9.766e-01    5.858e-09    4.192e+00    3.120e-08
   1.576e+20    3.000e+04    9.782e-01    3.707e-09    4.162e+00    1.958e-08
   1.670e+20    5.000e+03    6.102e-06    8.111e-12    9.421e-03    6.261e-09
   1.670e+20    5.091e+03    7.972e-06    8.219e-12    1.067e-02    5.501e-09
   1.670e+20    5.184e+03    1.037e-05    8.359e-12    1.206e-02    4.862e-09
   1.670e+20    5.279e+03    1.343e-05    2.703e-11    1.360e-02    1.369e-08
   1.670e+20    5.375e+03    1.731e-05    7.682e-12    1.530e-02    3.396e-09
   1.670e+20    5.474e+03    2.223e-05    7.879e-12    1.719e-02    3.046e-09
   1.670e+20    5.574e+03    2.843e-05    8.106e-12    1.926e-02    2.746e-09
   1.670e+20    5.675e+03    3.622e-05    2.708e-11    2.154e-02    8.055e-09
   1.670e+20    5.779e+03    4.596e-05    7.607e-12    2.405e-02    1.991e-09
   1.670e+20    5.885e+03    5.809e-05    7.878e-12    2.680e-02    1.817e-09
   1.670e+20    5.992e+03    7.315e-05    2.666e-11    2.980e-02    5.432e-09
   1.670e+20    6.101e+03    9.177e-05    7.491e-12    3.308e-02    1.350e-09
   1.670e+20    6.213e+03    1.147e-04    7.803e-12    3.665e-02    1.247e-09
   1.670e+20    6.326e+03    1.429e-04    2.658e-11    4.054e-02    3.771e-09
   1.670e+20    6.442e+03    1.774e-04    7.511e-12    4.476e-02    9.481e-10
   1.670e+20    6.560e+03    2.195e-04    7.868e-12    4.935e-02    8.850e-10
   1.670e+20    6.679e+03    2.707e-04    2.677e-11    5.431e-02    2.688e-09
   1.670e+20    6.801e+03    3.327e-04    7.650e-12    5.967e-02    6.868e-10
   1.670e+20    6.926e+03    4.076e-04    8.059e-12    6.546e-02    6.480e-10
   1.670e+20    7.052e+03    4.978e-04    7.511e-12    7.170e-02    5.417e-10
   1.670e+20    7.181e+03    6.061e-04    7.935e-12    7.842e-02    5.142e-10
   1.670e+20    7.312e+03    7.358e-04    2.662e-11    8.564e-02    1.553e-09
   1.670e+20    7.445e+03    8.906e-04    7.849e-12    9.339e-02    4.126e-10
   1.670e+20    7.581e+03    1.075e-03    8.341e-12    1.017e-01    3.959e-10
   1.670e+20    7.720e+03    1.294e-03    7.818e-12    1.106e-01    3.355e-10
   1.670e+20    7.861e+03    1.553e-03    8.333e-12    1.201e-01    3.239e-10
   1.670e+20    8.004e+03    1.858e-03    5.556e-12    1.303e-01    1.959e-10
   1.670e+20    8.151e+03    2.219e-03    8.463e-12    1.412e-01    2.710e-10
   1.670e+20    8.300e+03    2.642e-03    2.697e-11    1.527e-01    7.859e-10
   1.670e+20    8.451e+03    3.137e-03    8.574e-12    1.651e-01    2.277e-10
   1.670e+20    8.605e+03    3.717e-03    2.670e-11    1.782e-01    6.472e-10
   1.670e+20    8.763e+03    4.392e-03    8.751e-12    1.922e-01    1.940e-10
   1.670e+20    8.923e+03    5.178e-03    2.649e-11    2.070e-01    5.378e-10
   1.670e+20    9.086e+03    6.091e-03    8.997e-12    2.228e-01    1.676e-10
   1.670e+20    9.252e+03    7.147e-03    2.634e-11    2.396e-01    4.509e-10
   1.670e+20    9.421e+03    8.367e-03    9.672e-12    2.573e-01    1.524e-10
   1.670e+20    9.593e+03    9.774e-03    3.116e-11    2.762e-01    4.531e-10
   1.670e+20    9.768e+03    1.139e-02    1.337e-11    2.962e-01    1.797e-10
   1.670e+20    9.946e+03    1.325e-02    1.481e-11    3.175e-01    1.844e-10
   1.670e+20    1.013e+04    1.538e-02    4.558e-11    3.400e-01    5.268e-10
   1.670e+20    1.031e+04    1.782e-02    2.201e-11    3.640e-01    2.366e-10
   1.670e+20    1.050e+04    2.059e-02    2.502e-11    3.894e-01    2.508e-10
   1.670e+20    1.069e+04    2.376e-02    2.866e-11    4.164e-01    2.686e-10
   1.670e+20    1.089e+04    2.736e-02    3.310e-11    4.451e-01    2.908e-10
   1.670e+20    1.109e+04    3.144e-02    3.859e-11    4.757e-01    3.186e-10
   1.670e+20    1.129e+04    3.607e-02    4.543e-11    5.084e-01    3.535e-10
   1.670e+20    1.150e+04    4.131e-02    5.407e-11    5.432e-01    3.978e-10
   1.670e+20    1.171e+04    4.723e-02    6.513e-11    5.805e-01    4.545e-10
   1.670e+20    1.192e+04    5.390e-02    7.950e-11    6.204e-01    5.278e-10
   1.670e+20    1.214e+04    6.142e-02    1.390e-10    6.634e-01    8.811e-10
   1.670e+20    1.236e+04    6.988e-02    1.621e-10    7.096e-01    9.845e-10
   1.670e+20    1.258e+04    7.940e-02    1.140e-10    7.596e-01    6.658e-10
   1.670e+20    1.281e+04    9.008e-02    1.452e-10    8.138e-01    8.182e-10
   1.670e+20    1.305e+04    1.021e-01    1.920e-10    8.727e-01    1.049e-09
   1.670e+20    1.329e+04    1.155e-01    1.724e-10    9.370e-01    9.161e-10
   1.670e+20    1.353e+04    1.306e-01    2.264e-10    1.007e+00    1.175e-09
   1.670e+20    1.378e+04    1.476e-01    2.244e-10    1.085e+00    1.143e-09
   1.670e+20    1.403e+04    1.666e-01    2.758e-10    1.171e+00    1.384e-09
   1.670e+20    1.428e+04    1.880e-01    3.745e-10    1.267e+00    1.861e-09
   1.670e+20    1.455e+04    2.121e-01    2.477e-10    1.374e+00    1.224e-09
   1.670e+20    1.481e+04    2.392e-01    4.664e-10    1.495e+00    2.302e-09
   1.670e+20    1.508e+04    2.699e-01    2.082e-10    1.632e+00    1.031e-09
   1.670e+20    1.536e+04    3.046e-01    2.246e-10    1.790e+00    1.122e-09
   1.670e+20    1.564e+04    3.440e-01    8.207e-10    1.971e+00    4.156e-09
   1.670e+20    1.592e+04    3.888e-01    1.172e-10    2.181e+00    6.046e-10
   1.670e+20    1.621e+04    4.396e-01    5.726e-11    2.425e+00    3.027e-10
   1.670e+20    1.651e+04    4.962e-01    6.323e-11    2.706e+00    3.439e-10
   1.670e+20    1.681e+04    5.571e-01    1.355e-09    3.016e+00    7.603e-09
   1.670e+20    1.712e+04    6.182e-01    1.315e-09    3.336e+00    7.613e-09
   1.670e+20    1.743e+04    6.742e-01    1.137e-09    3.633e+00    6.765e-09
   1.670e+20    1.775e+04    7.214e-01    8.872e-10    3.883e+00    5.389e-09
   1.670e+20    1.807e+04    7.596e-01    6.003e-10    4.081e+00    3.701e-09
   1.670e+20    1.840e+04    7.904e-01    2.514e-10    4.234e+00    1.565e-09
   1.670e+20    1.874e+04    8.153e-01    2.311e-10    4.351e+00    1.448e-09
   1.670e+20    1.908e+04    8.359e-01    9.684e-10    4.440e+00    6.085e-09
   1.670e+20    1.943e+04    8.531e-01    2.766e-10    4.507e+00    1.740e-09
   1.670e+20    1.979e+04    8.677e-01    9.764e-10    4.558e+00    6.139e-09
   1.670e+20    2.015e+04    8.802e-01    1.696e-09    4.596e+00    1.065e-08
   1.670e+20    2.051e+04    8.911e-01    9.366e-09    4.622e+00    5.863e-08
   1.670e+20    2.089e+04    9.007e-01    9.293e-09    4.640e+00    5.797e-08
   1.670e+20    2.127e+04    9.091e-01    7.763e-09    4.651e+00    4.822e-08
   1.670e+20    2.166e+04    9.166e-01    8.519e-09    4.655e+00    5.267e-08
   1.670e+20    2.205e+04    9.234e-01    4.551e-09    4.654e+00    2.799e-08
   1.670e+20    2.246e+04    9.294e-01    4.803e-09    4.649e+00    2.937e-08
   1.670e+20    2.287e+04    9.348e-01    6.693e-09    4.640e+00    4.069e-08
   1.670e+20    2.329e+04    9.398e-01    9.485e-09    4.628e+00    5.731e-08
   1.670e+20    2.371e+04    9.443e-01    7.598e-09    4.614e+00    4.560e-08
   1.670e+20    2.414e+04    9.484e-01    7.692e-09    4.596e+00    4.586e-08
   1.670e+20    2.458e+04    9.521e-01    3.312e-09    4.577e+00    1.961e-08
   1.670e+20    2.503e+04    9.555e-01    7.070e-09    4.556e+00    4.156e-08
   1.670e+20    2.549e+04    9.587e-01    8.822e-09    4.533e+00    5.149e-08
   1.670e+20    2.596e+04    9.615e-01    1.340e-09    4.509e+00    7.764e-09
   1.670e+20    2.643e+04    9.642e-01    1.160e-10    4.484e+00    6.667e-10
   1.670e+20    2.691e+04    9.666e-01    8.210e-10    4.457e+00    4.684e-09
   1.670e+20    2.740e+04    9.689e-01    1.284e-09    4.430e+00    7.272e-09
   1.670e+20    2.790e+04    9.710e-01    1.366e-09    4.402e+00    7.673e-09
   1.670e+20    2.841e+04    9.729e-01    7.699e-09    4.373e+00    4.290e-08
   1.670e+20    2.893e+04    9.747e-01    8.346e-09    4.343e+00    4.613e-08
   1.670e+20    2.946e+04    9.764e-01    4.714e-09    4.313e+00    2.585e-08
   1.670e+20    3.000e+04    9.779e-01    9.437e-09    4.283e+00    5.132e-08
   1.770e+20    5.000e+03    5.930e-06    9.235e-12    9.559e-03    7.444e-09
   1.770e+20    5.091e+03    7.746e-06    9.256e-12    1.083e-02    6.469e-09
   1.770e+20    5.184e+03    1.007e-05    2.568e-11    1.224e-02    1.559e-08
   1.770e+20    5.279e+03    1.305e-05    8.332e-12    1.380e-02    4.407e-09
   1.770e+20    5.375e+03    1.682e-05    8.466e-12    1.553e-02    3.907e-09
   1.770e+20    5.474e+03    2.161e-05    8.635e-12    1.744e-02    3.485e-09
   1.770e+20    5.574e+03    2.763e-05    8.841e-12    1.955e-02    3.127e-09
   1.770e+20    5.675e+03    3.520e-05    7.997e-12    2.186e-02    2.484e-09
   1.770e+20    5.779e+03    4.466e-05    8.229e-12    2.440e-02    2.249e-09
   1.770e+20    5.885e+03    5.646e-05    8.495e-12    2.719e-02    2.046e-09
   1.770e+20    5.992e+03    7.110e-05    2.643e-11    3.024e-02    5.623e-09
   1.770e+20    6.101e+03    8.920e-05    8.034e-12    3.357e-02    1.512e-09
   1.770e+20    6.213e+03    1.115e-04    8.352e-12    3.719e-02    1.393e-09
   1.770e+20    6.326e+03    1.389e-04    2.640e-11    4.114e-02    3.912e-09
   1.770e+20    6.442e+03    1.725e-04    8.011e-12    4.543e-02    1.056e-09
   1.770e+20    6.560e+03    2.134e-04    8.382e-12    5.008e-02    9.843e-10
   1.770e+20    6.679e+03    2.631e-04    2.663e-11    5.512e-02    2.791e-09
   1.770e+20    6.801e+03    3.234e-04    8.132e-12    6.056e-02    7.621e-10
   1.770e+20    6.926e+03    3.963e-04    8.561e-12    6.644e-02    7.185e-10
   1.770e+20    7.052e+03    4.840e-04    7.971e-12    7.277e-02    6.001e-10
   1.770e+20    7.181e+03    5.894e-04    8.418e-12    7.959e-02    5.695e-10
   1.770e+20    7.312e+03    7.155e-04    2.650e-11    8.693e-02    1.613e-09
   1.770e+20    7.445e+03    8.662e-04    8.321e-12    9.480e-02    4.565e-10
   1.770e+20    7.581e+03    1.045e-03    8.843e-12    1.032e-01    4.380e-10
   1.770e+20    7.720e+03    1.258e-03    8.286e-12    1.123e-01    3.710e-10
   1.770e+20    7.861e+03    1.510e-03    8.834e-12    1.220e-01    3.582e-10
   1.770e+20    8.004e+03    1.808e-03    8.310e-12    1.323e-01    3.056e-10
   1.770e+20    8.151e+03    2.159e-03    8.974e-12    1.433e-01    2.998e-10
   1.770e+20    8.300e+03    2.571e-03    8.472e-12    1.551e-01    2.575e-10
   1.770e+20    8.451e+03    3.053e-03    9.097e-12    1.676e-01    2.520e-10
   1.770e+20    8.605e+03    3.618e-03    8.621e-12    1.810e-01    2.180e-10
   1.770e+20    8.763e+03    4.276e-03    9.291e-12    1.951e-01    2.147e-10
   1.770e+20    8.923e+03    5.042e-03    8.839e-12    2.102e-01    1.871e-10
   1.770e+20    9.086e+03    5.931e-03    9.562e-12    2.263e-01    1.856e-10
   1.770e+20    9.252e+03    6.960e-03    9.131e-12    2.433e-01    1.629e-10
   1.770e+20    9.421e+03    8.150e-03    1.029e-11    2.613e-01    1.690e-10
   1.770e+20    9.593e+03    9.522e-03    1.124e-11    2.805e-01    1.703e-10
   1.770e+20    9.768e+03    1.110e-02    1.427e-11    3.009e-01    1.997e-10
   1.770e+20    9.946e+03    1.291e-02    1.582e-11    3.224e-01    2.050e-10
   1.770e+20    1.013e+04    1.499e-02    4.514e-11    3.453e-01    5.429e-10
   1.770e+20    1.031e+04    1.737e-02    4.918e-11    3.696e-01    5.502e-10
   1.770e+20    1.050e+04    2.008e-02    2.683e-11    3.955e-01    2.798e-10
   1.770e+20    1.069e+04    2.317e-02    3.077e-11    4.229e-01    2.999e-10
   1.770e+20    1.089e+04    2.669e-02    3.559e-11    4.521e-01    3.249e-10
   1.770e+20    1.109e+04    3.068e-02    4.154e-11    4.831e-01    3.563e-10
   1.770e+20    1.129e+04    3.520e-02    4.896e-11    5.163e-01    3.957e-10
   1.770e+20    1.150e+04    4.032e-02    5.836e-11    5.516e-01    4.456e-10
   1.770e+20    1.171e+04    4.611e-02    7.039e-11    5.895e-01    5.094e-10
   1.770e+20    1.192e+04    5.264e-02    1.184e-10    6.300e-01    8.147e-10
   1.770e+20    1.214e+04    6.001e-02    1.365e-10    6.736e-01    8.963e-10
   1.770e+20    1.236e+04    6.830e-02    9.864e-11    7.205e-01    6.201e-10
   1.770e+20    1.258e+04    7.762e-02    1.236e-10    7.712e-01    7.469e-10
   1.770e+20    1.281e+04    8.810e-02    1.588e-10    8.261e-01    9.256e-10
   1.770e+20    1.305e+04    9.988e-02    1.866e-10    8.858e-01    1.053e-09
   1.770e+20    1.329e+04    1.131e-01    1.872e-10    9.511e-01    1.027e-09
   1.770e+20    1.353e+04    1.279e-01    2.463e-10    1.023e+00    1.319e-09
   1.770e+20    1.378e+04    1.446e-01    2.147e-10    1.101e+00    1.127e-09
   1.770e+20    1.403e+04    1.634e-01    3.000e-10    1.189e+00    1.551e-09
   1.770e+20    1.428e+04    1.845e-01    1.990e-10    1.286e+00    1.018e-09
   1.770e+20    1.455e+04    2.083e-01    2.296e-10    1.395e+00    1.167e-09
   1.770e+20    1.481e+04    2.352e-01    5.085e-10    1.518e+00    2.579e-09
   1.770e+20    1.508e+04    2.656e-01    1.839e-10    1.659e+00    9.355e-10
   1.770e+20    1.536e+04    3.003e-01    1.895e-10    1.820e+00    9.721e-10
   1.770e+20    1.564e+04    3.398e-01    8.986e-10    2.007e+00    4.672e-09
   1.770e+20    1.592e+04    3.850e-01    7.019e-11    2.225e+00    3.719e-10
   1.770e+20    1.621e+04    4.367e-01    1.166e-11    2.481e+00    6.332e-11
   1.770e+20    1.651e+04    4.952e-01    1.637e-10    2.779e+00    9.158e-10
   1.770e+20    1.681e+04    5.588e-01    1.312e-09    3.115e+00    7.588e-09
   1.770e+20    1.712e+04    6.229e-01    1.227e-09    3.462e+00    7.334e-09
   1.770e+20    1.743e+04    6.808e-01    9.989e-10    3.780e+00    6.143e-09
   1.770e+20    1.775e+04    7.286e-01    7.188e-10    4.042e+00    4.515e-09
   1.770e+20    1.807e+04    7.665e-01    4.197e-10    4.244e+00    2.674e-09
   1.770e+20    1.840e+04    7.966e-01    6.604e-11    4.398e+00    4.248e-10
   1.770e+20    1.874e+04    8.207e-01    4.189e-10    4.513e+00    2.709e-09
   1.770e+20    1.908e+04    8.405e-01    1.157e-09    4.600e+00    7.502e-09
   1.770e+20    1.943e+04    8.570e-01    7.471e-11    4.665e+00    4.849e-10
   1.770e+20    1.979e+04    8.710e-01    6.266e-10    4.714e+00    4.063e-09
   1.770e+20    2.015e+04    8.831e-01    6.745e-10    4.749e+00    4.365e-09
   1.770e+20    2.051e+04    8.935e-01    9.126e-09    4.773e+00    5.889e-08
   1.770e+20    2.089e+04    9.027e-01    5.556e-09    4.789e+00    3.571e-08
   1.770e+20    2.127e+04    9.108e-01    8.019e-09    4.798e+00    5.132e-08
   1.770e+20    2.166e+04    9.181e-01    8.511e-09    4.801e+00    5.421e-08
   1.770e+20    2.205e+04    9.245e-01    8.377e-09    4.798e+00    5.307e-08
   1.770e+20    2.246e+04    9.304e-01    7.382e-09    4.792e+00    4.650e-08
   1.770e+20    2.287e+04    9.356e-01    1.079e-08    4.781e+00    6.752e-08
   1.770e+20    2.329e+04    9.404e-01    8.994e-09    4.768e+00    5.596e-08
   1.770e+20    2.371e+04    9.448e-01    6.982e-09    4.752e+00    4.315e-08
   1.770e+20    2.414e+04    9.487e-01    6.680e-09    4.734e+00    4.100e-08
   1.770e+20    2.458e+04    9.524e-01    8.184e-09    4.713e+00    4.989e-08
   1.770e+20    2.503e+04    9.557e-01    4.739e-09    4.691e+00    2.868e-08
   1.770e+20    2.549e+04    9.588e-01    1.017e-08    4.667e+00    6.113e-08
   1.770e+20    2.596e+04    9.616e-01    1.367e-09    4.642e+00    8.154e-09
   1.770e+20    2.643e+04    9.642e-01    1.195e-09    4.615e+00    7.072e-09
   1.770e+20    2.691e+04    9.666e-01    1.711e-09    4.588e+00    1.005e-08
   1.770e+20    2.740e+04    9.688e-01    6.652e-10    4.559e+00    3.876e-09
   1.770e+20    2.790e+04    9.709e-01    6.353e-10    4.530e+00    3.673e-09
   1.770e+20    2.841e+04    9.728e-01    7.315e-09    4.500e+00    4.195e-08
   1.770e+20    2.893e+04    9.746e-01    7.565e-09    4.470e+00    4.303e-08
   1.770e+20    2.946e+04    9.762e-01    7.600e-09    4.439e+00    4.289e-08
   1.770e+20    3.000e+04    9.777e-01    9.372e-09    4.407e+00    5.245e-08
   1.875e+20    5.000e+03    5.762e-06    1.135e-11    9.699e-03    9.552e-09
   1.875e+20    5.091e+03    7.527e-06    1.119e-11    1.099e-02    8.166e-09
   1.875e+20    5.184e+03    9.790e-06    2.430e-11    1.242e-02    1.541e-08
   1.875e+20    5.279e+03    1.268e-05    9.777e-12    1.400e-02    5.399e-09
   1.875e+20    5.375e+03    1.635e-05    9.819e-12    1.576e-02    4.732e-09
   1.875e+20    5.474e+03    2.100e-05    9.916e-12    1.770e-02    4.179e-09
   1.875e+20    5.574e+03    2.685e-05    2.498e-11    1.983e-02    9.225e-09
   1.875e+20    5.675e+03    3.421e-05    9.030e-12    2.218e-02    2.928e-09
   1.875e+20    5.779e+03    4.341e-05    9.230e-12    2.476e-02    2.633e-09
   1.875e+20    5.885e+03    5.487e-05    9.474e-12    2.759e-02    2.382e-09
   1.875e+20    5.992e+03    6.910e-05    2.587e-11    3.069e-02    5.744e-09
   1.875e+20    6.101e+03    8.670e-05    8.870e-12    3.406e-02    1.743e-09
   1.875e+20    6.213e+03    1.084e-04    9.186e-12    3.775e-02    1.600e-09
   1.875e+20    6.326e+03    1.350e-04    2.596e-11    4.175e-02    4.015e-09
   1.875e+20    6.442e+03    1.676e-04    8.751e-12    4.611e-02    1.204e-09
   1.875e+20    6.560e+03    2.074e-04    9.133e-12    5.083e-02    1.120e-09
   1.875e+20    6.679e+03    2.558e-04    2.626e-11    5.594e-02    2.873e-09
   1.875e+20    6.801e+03    3.144e-04    8.820e-12    6.147e-02    8.628e-10
   1.875e+20    6.926e+03    3.853e-04    2.548e-11    6.743e-02    2.232e-09
   1.875e+20    7.052e+03    4.706e-04    8.015e-12    7.387e-02    6.299e-10
   1.875e+20    7.181e+03    5.731e-04    9.089e-12    8.079e-02    6.417e-10
   1.875e+20    7.312e+03    6.959e-04    2.619e-11    8.824e-02    1.664e-09
   1.875e+20    7.445e+03    8.424e-04    8.964e-12    9.623e-02    5.133e-10
   1.875e+20    7.581e+03    1.017e-03    2.564e-11    1.048e-01    1.325e-09
   1.875e+20    7.720e+03    1.224e-03    8.913e-12    1.140e-01    4.165e-10
   1.875e+20    7.861e+03    1.469e-03    9.500e-12    1.238e-01    4.020e-10
   1.875e+20    8.004e+03    1.759e-03    8.930e-12    1.343e-01    3.427e-10
   1.875e+20    8.151e+03    2.101e-03    9.644e-12    1.455e-01    3.361e-10
   1.875e+20    8.300e+03    2.502e-03    9.100e-12    1.575e-01    2.885e-10
   1.875e+20    8.451e+03    2.972e-03    9.773e-12    1.702e-01    2.823e-10
   1.875e+20    8.605e+03    3.521e-03    9.259e-12    1.837e-01    2.441e-10
   1.875e+20    8.763e+03    4.163e-03    9.982e-12    1.982e-01    2.405e-10
   1.875e+20    8.923e+03    4.909e-03    9.494e-12    2.135e-01    2.095e-10
   1.875e+20    9.086e+03    5.775e-03    1.028e-11    2.298e-01    2.079e-10
   1.875e+20    9.252e+03    6.778e-03    9.811e-12    2.471e-01    1.824e-10
